icao24,wake_vortex,wake_vortex_index
3c6443,"<136,000kg",3.0
4631cd,<7000kg,7.0
347611,<7000kg,7.0
4691c2,"<136,000kg",3.0
399c15,Heavy,0.0
a16acc,"<136,000kg",3.0
4850f6,Heavy,0.0
95a5f0,"<136,000kg",3.0
8b4170,Reserved,10.0
84ed06,Reserved,10.0
e9ac10,Heavy,0.0
8964b1,Heavy,0.0
4ac9f3,"<136,000kg",3.0
399264,Heavy,0.0
4006c2,Heavy,0.0
3a1465,Heavy,0.0
78158e,Heavy,0.0
ab839d,Heavy,0.0
4ba9ce,Heavy,0.0
06a0ae,Heavy,0.0
896480,Heavy,0.0
e4a22c,"<34,000kg",4.0
3cc006,"<34,000kg",4.0
0101b7,"<136,000kg",3.0
440202,"<136,000kg",3.0
39bda6,"<136,000kg",3.0
4bb06b,"<136,000kg",3.0
4d2511,<7000kg,7.0
3c66e7,"<136,000kg",3.0
494119,"<34,000kg",4.0
26cf15,Heavy,0.0
8963e5,Heavy,0.0
119730,Reserved,10.0
4072ea,Heavy,0.0
0a0019,"<136,000kg",3.0
394a05,Heavy,0.0
3cc1db,"<34,000kg",4.0
a40ac0,"<34,000kg",4.0
0a0047,Heavy,0.0
34738b,Rotorcraft,6.0
48c122,"<136,000kg",3.0
39c5a1,Heavy,0.0
3b7616,Heavy,0.0
4baa87,"<136,000kg",3.0
4ca759,"<136,000kg",3.0
0201a4,Heavy,0.0
406d79,Heavy,0.0
354ce2,Obstruction,1.0
f5970c,Obstruction,1.0
ac638d,Heavy,0.0
007eca,Obstruction,1.0
89659b,Heavy,0.0
407fe0,"<136,000kg",3.0
e4850f,"<136,000kg",3.0
3b756a,Heavy,0.0
3c7a44,Heavy,0.0
3949ec,Heavy,0.0
b49a55,Reserved,10.0
740827,Heavy,0.0
46dacf,"<136,000kg",3.0
c2b369,"<34,000kg",4.0
7c1b06,"<136,000kg",3.0
5001dc,"<136,000kg",3.0
4c49e2,"<34,000kg",4.0
398565,"<136,000kg",3.0
3c6442,"<136,000kg",3.0
331ad1,Ultralight,9.0
4007f3,Heavy,0.0
406b48,Heavy,0.0
555fe4,<7000kg,7.0
4ca798,"<136,000kg",3.0
461f4c,Heavy,0.0
89611a,Heavy,0.0
98508e,Reserved,10.0
4ca9ba,"<136,000kg",3.0
71011e,Heavy,0.0
440b30,"<136,000kg",3.0
7815d9,Heavy,0.0
7815fa,Heavy,0.0
3baee0,Glider,11.0
4ea0b1,"<136,000kg",3.0
ac42fa,"<34,000kg",4.0
89617a,Heavy,0.0
502d73,"<136,000kg",3.0
4d20d7,"<136,000kg",3.0
13cef0,Lighter than air,12.0
89659c,Heavy,0.0
39d2a3,Heavy,0.0
4ba914,"<136,000kg",3.0
42470f,"<34,000kg",4.0
587687,Obstruction,1.0
49dc56,Reserved,10.0
a7f08e,Heavy,0.0
83bb18,<7000kg,7.0
406b05,Heavy,0.0
4bb1e6,Heavy,0.0
e4978e,"<136,000kg",3.0
4d23e1,Heavy,0.0
4bb286,"<136,000kg",3.0
01020b,"<136,000kg",3.0
44f684,High vortex,8.0
4b17e6,"<136,000kg",3.0
a952ae,"<136,000kg",3.0
44ba67,"<34,000kg",4.0
4baad6,"<136,000kg",3.0
040049,Heavy,0.0
3c6758,"<136,000kg",3.0
406a9d,Heavy,0.0
5424e7,Reserved,10.0
4005ba,Heavy,0.0
4d012e,Heavy,0.0
406b21,Heavy,0.0
8d4156,Reserved,10.0
3985a9,"<136,000kg",3.0
4d2040,"<34,000kg",4.0
4d235b,"<136,000kg",3.0
440196,"<136,000kg",3.0
03bff5,Glider,11.0
3c5821,"<34,000kg",4.0
a6ffc6,"<136,000kg",3.0
3c61f8,"<34,000kg",4.0
06a0aa,Heavy,0.0
3c670b,Heavy,0.0
400771,Heavy,0.0
e48ced,"<34,000kg",4.0
ae01b9,"<34,000kg",4.0
800801,High performance,13.0
76a24f,Ultralight,9.0
44005d,"<136,000kg",3.0
3cefcd,"<34,000kg",4.0
39dd41,"<136,000kg",3.0
3ca000,,2.0
69a3a5,Reserved,10.0
8964a8,Heavy,0.0
06a2f4,Heavy,0.0
502d61,"<34,000kg",4.0
4d20f6,"<136,000kg",3.0
4bc895,"<136,000kg",3.0
4c01f2,"<136,000kg",3.0
4ba869,Heavy,0.0
4ba9e5,Heavy,0.0
740734,"<136,000kg",3.0
4bb154,Heavy,0.0
89618b,Heavy,0.0
efeb86,Obstruction,1.0
ac7451,Ultralight,9.0
40742e,Heavy,0.0
1e60d4,Reserved,10.0
780aab,Heavy,0.0
4952a7,Heavy,0.0
06a1bf,Heavy,0.0
8964e2,Heavy,0.0
3c4667,"<34,000kg",4.0
ac39e3,"<34,000kg",4.0
486484,"<136,000kg",3.0
4bb85a,"<136,000kg",3.0
46c942,"<34,000kg",4.0
4d0261,"<34,000kg",4.0
abaf47,Heavy,0.0
4d24e1,"<136,000kg",3.0
113678,Reserved,10.0
4bb18f,Heavy,0.0
ab3fc4,Heavy,0.0
a40fdf,Reserved,10.0
a82e57,Heavy,0.0
440bcb,High vortex,8.0
ed5117,Glider,11.0
ef499b,Obstruction,1.0
ac142e,Heavy,0.0
c04fe4,Heavy,0.0
44a924,<7000kg,7.0
34568d,"<136,000kg",3.0
486742,"<136,000kg",3.0
ab243f,"<136,000kg",3.0
49d006,"<136,000kg",3.0
4c01e7,"<136,000kg",3.0
4400e9,<7000kg,7.0
48c128,"<136,000kg",3.0
44008f,"<136,000kg",3.0
440d4d,"<136,000kg",3.0
8acc38,Reserved,10.0
4d0263,"<34,000kg",4.0
600865,"<136,000kg",3.0
3c6637,"<136,000kg",3.0
4073b5,"<34,000kg",4.0
3ccbb6,"<34,000kg",4.0
400960,"<136,000kg",3.0
7105b1,Heavy,0.0
896315,Heavy,0.0
48ae80,"<136,000kg",3.0
d4c036,Reserved,10.0
3c2d57,"<34,000kg",4.0
39ac25,<7000kg,7.0
896318,Heavy,0.0
4caf91,Heavy,0.0
484c53,"<136,000kg",3.0
406231,"<136,000kg",3.0
4d23ab,"<136,000kg",3.0
06a01c,Heavy,0.0
49410f,"<34,000kg",4.0
4cada7,"<136,000kg",3.0
581efa,Reserved,10.0
9ec10b,Reserved,10.0
374286,"<136,000kg",3.0
4b34c2,<7000kg,7.0
0a0078,"<136,000kg",3.0
a55c73,"<136,000kg",3.0
44b477,"<34,000kg",4.0
3ce7b1,<7000kg,7.0
4bb193,Heavy,0.0
2793f1,Reserved,10.0
501d0a,"<136,000kg",3.0
3c7e85,"<34,000kg",4.0
a120fe,Heavy,0.0
a1421b,"<136,000kg",3.0
dd61e3,Surface emergency vehicle,5.0
493282,"<34,000kg",4.0
407aae,"<34,000kg",4.0
d64811,Obstruction,1.0
407fc1,"<136,000kg",3.0
44016c,Heavy,0.0
3c665a,"<34,000kg",4.0
0aa001,"<136,000kg",3.0
3441ce,Obstruction,1.0
d2bb07,Reserved,10.0
06a1c9,"<136,000kg",3.0
ac3db6,"<34,000kg",4.0
06a377,Heavy,0.0
02a263,"<136,000kg",3.0
06a112,Heavy,0.0
49d44f,"<34,000kg",4.0
3985a7,"<136,000kg",3.0
4bb26a,"<136,000kg",3.0
395d6d,Heavy,0.0
4692d1,"<136,000kg",3.0
486402,<7000kg,7.0
4cc577,"<136,000kg",3.0
8963de,Heavy,0.0
45d92b,"<34,000kg",4.0
a79c67,<7000kg,7.0
424b73,"<136,000kg",3.0
502d5a,"<136,000kg",3.0
4b1d9d,UAM,16.0
4402d9,"<34,000kg",4.0
48ae85,"<136,000kg",3.0
4d245b,"<136,000kg",3.0
e200dd,"<136,000kg",3.0
89618e,Heavy,0.0
e488b1,"<136,000kg",3.0
3c7583,"<136,000kg",3.0
8960fb,Heavy,0.0
406d4d,Heavy,0.0
400776,Heavy,0.0
5001d9,"<136,000kg",3.0
493290,"<34,000kg",4.0
789241,Heavy,0.0
461f39,"<136,000kg",3.0
4bb0e4,Heavy,0.0
a12d2f,"<136,000kg",3.0
407d6c,"<136,000kg",3.0
06a2b1,Heavy,0.0
3c6751,"<136,000kg",3.0
c078ba,Heavy,0.0
89655b,Heavy,0.0
407535,"<136,000kg",3.0
4d2530,"<34,000kg",4.0
4d2520,"<34,000kg",4.0
43c5de,High vortex,8.0
4d2005,"<136,000kg",3.0
44b661,<7000kg,7.0
48ae81,"<136,000kg",3.0
44dd90,"<136,000kg",3.0
505d98,"<136,000kg",3.0
4bc848,"<136,000kg",3.0
4911f4,<7000kg,7.0
345159,"<34,000kg",4.0
4249bb,"<34,000kg",4.0
39d2a1,Heavy,0.0
4aca92,"<136,000kg",3.0
3b7566,Heavy,0.0
0a4005,"<34,000kg",4.0
50037a,"<136,000kg",3.0
48af11,"<136,000kg",3.0
ae0978,"<136,000kg",3.0
471f81,"<136,000kg",3.0
406d8e,"<136,000kg",3.0
e6b5dc,Heavy,0.0
06a1da,"<136,000kg",3.0
440bcc,High vortex,8.0
7811a2,Heavy,0.0
781581,Heavy,0.0
4b18e6,"<34,000kg",4.0
49d563,"<136,000kg",3.0
4abd6a,Reserved,10.0
80a280,Glider,11.0
e49d51,"<136,000kg",3.0
4bc883,"<136,000kg",3.0
4baa55,"<136,000kg",3.0
3cc2d0,<7000kg,7.0
4891a6,"<136,000kg",3.0
adfebb,"<34,000kg",4.0
424c81,"<34,000kg",4.0
440689,"<34,000kg",4.0
392ae6,"<136,000kg",3.0
4cc52d,"<136,000kg",3.0
440536,<7000kg,7.0
e44949,Space,14.0
407371,Heavy,0.0
4079cd,Heavy,0.0
02b26a,"<136,000kg",3.0
407131,Heavy,0.0
359514,Rotorcraft,6.0
c00256,"<34,000kg",4.0
35464b,"<34,000kg",4.0
7df99c,Parachutist,18.0
a71948,"<136,000kg",3.0
407af4,Heavy,0.0
02a197,"<136,000kg",3.0
a206ae,<7000kg,7.0
3b77c5,,2.0
ca6724,Reserved,10.0
4080bb,Heavy,0.0
3c6701,Heavy,0.0
44b301,"<34,000kg",4.0
46b8a8,"<136,000kg",3.0
4d252c,Heavy,0.0
144990,<7000kg,7.0
3cdd18,"<34,000kg",4.0
a84e68,Heavy,0.0
ac0d21,Heavy,0.0
4b012b,"<34,000kg",4.0
06a107,Heavy,0.0
43c5e7,High vortex,8.0
3c5822,"<34,000kg",4.0
461f4f,Heavy,0.0
470cc0,<7000kg,7.0
2ebf55,Obstruction,1.0
347689,<7000kg,7.0
4843f2,Heavy,0.0
89655d,Heavy,0.0
4cad7b,"<136,000kg",3.0
0d10d8,"<136,000kg",3.0
4bb850,"<136,000kg",3.0
43e73d,"<34,000kg",4.0
eff064,Reserved,10.0
3cf68e,"<34,000kg",4.0
48adae,"<136,000kg",3.0
3cc000,"<34,000kg",4.0
896523,Heavy,0.0
89639d,Heavy,0.0
efa081,High vortex,8.0
06a1cc,"<136,000kg",3.0
406ec9,Heavy,0.0
4bb0e6,Heavy,0.0
4007f9,Heavy,0.0
4cae1d,"<136,000kg",3.0
3c66a8,"<136,000kg",3.0
3e854f,Heavy,0.0
4404a6,"<34,000kg",4.0
345302,Heavy,0.0
405f7d,"<136,000kg",3.0
e496e5,"<136,000kg",3.0
4bab45,"<136,000kg",3.0
3c66ac,"<136,000kg",3.0
4d23dc,"<34,000kg",4.0
ef3901,Reserved,10.0
4d250d,<7000kg,7.0
3b77cf,,2.0
4d0222,"<136,000kg",3.0
58f287,Ultralight,9.0
491d87,"<136,000kg",3.0
b2cda9,Reserved,10.0
3c4582,Heavy,0.0
7114cc,Heavy,0.0
4bb18b,Heavy,0.0
4bb0f3,Heavy,0.0
e4f420,Parachutist,18.0
491802,Glider,11.0
abe1eb,Heavy,0.0
a54535,Heavy,0.0
4baac8,"<136,000kg",3.0
4b191d,Heavy,0.0
4c01eb,"<136,000kg",3.0
3c0c99,"<136,000kg",3.0
ace3e3,"<136,000kg",3.0
39e68a,"<136,000kg",3.0
0d0d61,"<34,000kg",4.0
4ac98d,"<136,000kg",3.0
4bc8c6,"<136,000kg",3.0
39e5c4,Heavy,0.0
48adab,"<136,000kg",3.0
406f7a,Heavy,0.0
4d0220,"<136,000kg",3.0
4d0112,Heavy,0.0
4bb147,Heavy,0.0
43ea97,<7000kg,7.0
14740c,Parachutist,18.0
3c6585,"<136,000kg",3.0
8964b2,Heavy,0.0
7f1b48,Reserved,10.0
4080b2,<7000kg,7.0
4952a1,Heavy,0.0
4bc84c,"<136,000kg",3.0
485f59,"<34,000kg",4.0
ada287,"<34,000kg",4.0
3461d2,<7000kg,7.0
a5a11a,Obstruction,1.0
6e4d07,Obstruction,1.0
0a0084,Heavy,0.0
0cc30e,Reserved,10.0
e49a47,"<34,000kg",4.0
500290,"<136,000kg",3.0
e48439,"<136,000kg",3.0
4851b3,Heavy,0.0
1c0e0e,Reserved,10.0
485065,"<136,000kg",3.0
4bb1c6,Heavy,0.0
04022a,Heavy,0.0
400185,,2.0
fc5835,Reserved,10.0
407f62,"<136,000kg",3.0
4d02b6,"<34,000kg",4.0
3ce977,"<34,000kg",4.0
94d1dc,Reserved,10.0
a519b8,Heavy,0.0
789202,Heavy,0.0
a3133d,"<136,000kg",3.0
781858,Heavy,0.0
c02ee7,Heavy,0.0
a08d11,Space,14.0
ad77df,"<34,000kg",4.0
48455d,"<136,000kg",3.0
c01a85,"<34,000kg",4.0
4bb875,"<136,000kg",3.0
406f73,Heavy,0.0
a1863b,Heavy,0.0
ac2f04,Rotorcraft,6.0
719840,,2.0
4bab47,"<136,000kg",3.0
e48038,"<34,000kg",4.0
39e682,"<136,000kg",3.0
780707,Heavy,0.0
2d82ca,Obstruction,1.0
4073d0,"<34,000kg",4.0
500213,"<136,000kg",3.0
45ac33,"<136,000kg",3.0
7105ae,Heavy,0.0
44056b,"<136,000kg",3.0
408088,"<136,000kg",3.0
4bab30,"<136,000kg",3.0
48506b,Heavy,0.0
321348,,2.0
7101ac,"<34,000kg",4.0
406c60,"<136,000kg",3.0
74381b,Glider,11.0
a793b2,"<34,000kg",4.0
3ceff1,"<34,000kg",4.0
44001c,"<136,000kg",3.0
ab4126,"<34,000kg",4.0
491d99,"<136,000kg",3.0
440052,"<136,000kg",3.0
01024b,"<136,000kg",3.0
424b6a,<7000kg,7.0
471f14,"<34,000kg",4.0
e49700,"<34,000kg",4.0
4007f5,Heavy,0.0
3949e5,Heavy,0.0
aa9300,Heavy,0.0
283f0f,Glider,11.0
440bc5,High vortex,8.0
a89fe0,"<136,000kg",3.0
882ed3,"<136,000kg",3.0
34268d,"<34,000kg",4.0
01022d,"<136,000kg",3.0
48607f,"<34,000kg",4.0
3985a3,"<136,000kg",3.0
3ccc7f,High performance,13.0
a7e6c7,Heavy,0.0
4d2016,<7000kg,7.0
4d22d1,"<136,000kg",3.0
1003ca,Reserved,10.0
00aaba,Obstruction,1.0
4c5b52,Reserved,10.0
204146,Reserved,10.0
83c6e1,Reserved,10.0
49d3ac,"<34,000kg",4.0
39a2e2,"<136,000kg",3.0
49d02d,"<34,000kg",4.0
3c582d,"<136,000kg",3.0
43e9b5,"<34,000kg",4.0
43ea8e,"<136,000kg",3.0
3e3078,<7000kg,7.0
400877,"<136,000kg",3.0
ad57a2,"<136,000kg",3.0
3c6655,"<136,000kg",3.0
3986e4,"<136,000kg",3.0
3cefc0,"<34,000kg",4.0
e49196,"<34,000kg",4.0
4b0eb6,<7000kg,7.0
010208,"<136,000kg",3.0
a0b44b,Obstruction,1.0
4404e8,"<34,000kg",4.0
40799c,"<136,000kg",3.0
4bb879,"<136,000kg",3.0
896317,Heavy,0.0
4f2d22,Parachutist,18.0
0bbf8b,Space,14.0
695507,Heavy,0.0
43c6f8,Heavy,0.0
440603,"<136,000kg",3.0
d1a7b3,"<34,000kg",4.0
48e109,"<34,000kg",4.0
c28319,Obstruction,1.0
3e1c6a,Heavy,0.0
e4937f,"<34,000kg",4.0
d5c9d2,<7000kg,7.0
2e5b02,Surface emergency vehicle,5.0
45ac35,"<136,000kg",3.0
8a6441,,2.0
3008d1,"<34,000kg",4.0
abd6ed,Heavy,0.0
952e33,Reserved,10.0
ac8010,Reserved,10.0
471efe,"<136,000kg",3.0
4d24de,"<136,000kg",3.0
c20424,Reserved,10.0
9b1f69,High performance,13.0
3986eb,"<136,000kg",3.0
740737,"<136,000kg",3.0
04014e,Heavy,0.0
738064,"<136,000kg",3.0
a11985,Obstruction,1.0
406230,"<136,000kg",3.0
01010d,"<136,000kg",3.0
b98d41,,2.0
3f5407,"<136,000kg",3.0
4d20ec,"<136,000kg",3.0
06a0a6,Heavy,0.0
04018f,Heavy,0.0
4c01ec,"<136,000kg",3.0
4a91f8,"<136,000kg",3.0
40787a,Heavy,0.0
4cc53b,"<136,000kg",3.0
3946e1,,2.0
407898,Heavy,0.0
40779a,Heavy,0.0
b648f3,UAM,16.0
808355,Obstruction,1.0
461f56,Heavy,0.0
484415,Heavy,0.0
4d235f,"<136,000kg",3.0
502d66,"<34,000kg",4.0
58e8a7,Obstruction,1.0
c14b57,High performance,13.0
4d023d,"<34,000kg",4.0
a110b5,"<136,000kg",3.0
4d243e,Heavy,0.0
300979,"<34,000kg",4.0
491d8c,"<136,000kg",3.0
4952b3,Heavy,0.0
4d235c,"<136,000kg",3.0
30decc,High vortex,8.0
06a0a7,Heavy,0.0
503d3e,"<136,000kg",3.0
040123,Heavy,0.0
4d22ab,"<136,000kg",3.0
3cc9e7,"<34,000kg",4.0
ada5f1,"<34,000kg",4.0
400942,"<136,000kg",3.0
abc63a,"<34,000kg",4.0
4bc8c4,"<136,000kg",3.0
400683,Heavy,0.0
a0014e,"<136,000kg",3.0
406a9e,Heavy,0.0
8964a2,Heavy,0.0
406c3b,Heavy,0.0
853556,"<34,000kg",4.0
3b7568,Heavy,0.0
39c8ad,"<34,000kg",4.0
4ca81d,"<136,000kg",3.0
39bcf7,"<34,000kg",4.0
06a102,Heavy,0.0
01025c,"<136,000kg",3.0
e48f4e,"<34,000kg",4.0
a597ee,"<136,000kg",3.0
a02390,"<136,000kg",3.0
c087d7,"<136,000kg",3.0
a155f1,"<136,000kg",3.0
398613,"<34,000kg",4.0
43eaa1,"<34,000kg",4.0
3b7522,"<34,000kg",4.0
896454,Heavy,0.0
488a63,"<34,000kg",4.0
b2a5ac,Space,14.0
0d10d5,"<136,000kg",3.0
3c66a3,"<136,000kg",3.0
b283fd,Reserved,10.0
a84557,Glider,11.0
0a042f,,2.0
3951c2,Heavy,0.0
424c70,"<34,000kg",4.0
34748a,<7000kg,7.0
c2bb78,Obstruction,1.0
113478,,2.0
ef2ee2,Surface service vehicle,15.0
34608c,"<136,000kg",3.0
43ea72,"<34,000kg",4.0
c56864,High vortex,8.0
ae018a,"<34,000kg",4.0
505c07,"<136,000kg",3.0
4b19fe,"<136,000kg",3.0
a91223,"<136,000kg",3.0
4ca730,"<136,000kg",3.0
06a364,Heavy,0.0
789242,Heavy,0.0
a0ab8d,"<136,000kg",3.0
89639c,Heavy,0.0
4a08e6,"<136,000kg",3.0
6c00d4,Obstruction,1.0
392da7,<7000kg,7.0
461f50,Heavy,0.0
4d2357,"<136,000kg",3.0
486803,"<136,000kg",3.0
701400,Reserved,10.0
408092,Heavy,0.0
7a906e,Obstruction,1.0
3420c3,,2.0
abb2fe,Heavy,0.0
3b7775,Heavy,0.0
8d47d9,Space,14.0
99cdab,Obstruction,1.0
49d570,"<34,000kg",4.0
44b2ad,"<34,000kg",4.0
a06430,"<136,000kg",3.0
ddba03,High performance,13.0
83aa50,Obstruction,1.0
43ea85,"<34,000kg",4.0
4d2086,"<136,000kg",3.0
39cc83,"<34,000kg",4.0
348116,Obstruction,1.0
39c486,"<34,000kg",4.0
503d1a,"<34,000kg",4.0
040143,Heavy,0.0
ac14c8,"<136,000kg",3.0
348307,"<136,000kg",3.0
4bb874,"<136,000kg",3.0
300447,"<34,000kg",4.0
424c07,"<34,000kg",4.0
aaf670,"<136,000kg",3.0
353606,"<34,000kg",4.0
4aca8a,"<136,000kg",3.0
018047,"<136,000kg",3.0
3443d5,"<136,000kg",3.0
4609df,<7000kg,7.0
aa6025,"<34,000kg",4.0
3474d4,Rotorcraft,6.0
8964b7,Heavy,0.0
406a9f,Heavy,0.0
00030b,Parachutist,18.0
500239,"<34,000kg",4.0
89639e,Heavy,0.0
405bfc,Heavy,0.0
406e0f,Heavy,0.0
a36490,"<136,000kg",3.0
3cc9f3,<7000kg,7.0
89645b,Heavy,0.0
a2f3ae,"<136,000kg",3.0
4952ac,Heavy,0.0
6ef7e8,Obstruction,1.0
e80472,Heavy,0.0
36616d,Reserved,10.0
3cd28f,<7000kg,7.0
aae2a5,"<136,000kg",3.0
43ee78,"<136,000kg",3.0
3e2274,<7000kg,7.0
020101,"<34,000kg",4.0
a8397c,Heavy,0.0
44d1b4,"<136,000kg",3.0
3571c8,<7000kg,7.0
3571d0,<7000kg,7.0
06a066,Heavy,0.0
6c782e,Reserved,10.0
9c9676,Surface service vehicle,15.0
000901,High performance,13.0
4609e2,<7000kg,7.0
49d543,<7000kg,7.0
408188,<7000kg,7.0
3c4ccc,"<34,000kg",4.0
3cee56,"<34,000kg",4.0
452175,<7000kg,7.0
3ce6c3,"<34,000kg",4.0
4d202b,,2.0
34508f,Rotorcraft,6.0
3ff1ea,UAM,16.0
ab6380,Heavy,0.0
485122,"<136,000kg",3.0
7101e0,"<34,000kg",4.0
166478,Obstruction,1.0
49712a,Reserved,10.0
06a1e8,Heavy,0.0
92b3b0,Reserved,10.0
4d21db,"<136,000kg",3.0
501c0c,"<136,000kg",3.0
a7fae3,"<136,000kg",3.0
3532c1,High vortex,8.0
39de4a,"<136,000kg",3.0
06a083,Heavy,0.0
3c0f31,"<136,000kg",3.0
8964a7,Heavy,0.0
407fc2,"<136,000kg",3.0
399224,<7000kg,7.0
407fa0,"<34,000kg",4.0
4cc56d,"<136,000kg",3.0
0200ab,"<34,000kg",4.0
4cac65,"<136,000kg",3.0
398578,"<136,000kg",3.0
3455d9,"<136,000kg",3.0
4bc896,"<136,000kg",3.0
a7c7a5,"<136,000kg",3.0
3e875e,"<136,000kg",3.0
71c077,Heavy,0.0
39a025,<7000kg,7.0
92a6c8,,2.0
4cc53a,"<136,000kg",3.0
484a6c,"<34,000kg",4.0
4baa92,"<136,000kg",3.0
424c0e,<7000kg,7.0
048744,Reserved,10.0
04012a,Heavy,0.0
3e255e,<7000kg,7.0
406f7c,Heavy,0.0
3c08bb,"<136,000kg",3.0
39ceaa,"<136,000kg",3.0
040088,Heavy,0.0
a6caa1,Heavy,0.0
89404d,Heavy,0.0
8964a4,Heavy,0.0
406b4a,Heavy,0.0
400684,Heavy,0.0
06a0c1,Heavy,0.0
4951ef,Heavy,0.0
3c4b4e,"<136,000kg",3.0
4b0f7e,<7000kg,7.0
4d20ce,"<34,000kg",4.0
4b17f8,"<136,000kg",3.0
39bd0b,<7000kg,7.0
4cad7d,"<136,000kg",3.0
4bc843,"<136,000kg",3.0
c047eb,"<136,000kg",3.0
ab436f,Heavy,0.0
485920,"<136,000kg",3.0
48af0e,"<136,000kg",3.0
a762cc,Heavy,0.0
abba6c,Heavy,0.0
34644f,<7000kg,7.0
497cdd,"<136,000kg",3.0
3e5671,<7000kg,7.0
4cc2ad,High vortex,8.0
4d02e0,"<34,000kg",4.0
449681,"<136,000kg",3.0
48a2a8,<7000kg,7.0
001148,Lighter than air,12.0
a66f8f,<7000kg,7.0
407f2d,Heavy,0.0
7817a2,Heavy,0.0
285d29,Rotorcraft,6.0
8964e1,Heavy,0.0
406add,"<136,000kg",3.0
4bb14d,Heavy,0.0
4408a6,<7000kg,7.0
a67bd0,"<136,000kg",3.0
408181,"<136,000kg",3.0
780aa2,Heavy,0.0
346501,"<34,000kg",4.0
e4a04f,"<136,000kg",3.0
8964b6,Heavy,0.0
ab6851,Heavy,0.0
4b028e,"<136,000kg",3.0
4ba9f9,Heavy,0.0
4bc88c,"<136,000kg",3.0
3c6749,"<136,000kg",3.0
4d2065,"<136,000kg",3.0
800c3d,Heavy,0.0
48435d,,2.0
48adac,"<136,000kg",3.0
8964b3,Heavy,0.0
23a8b4,"<34,000kg",4.0
4074e4,Heavy,0.0
3b7542,Heavy,0.0
0d0c5e,"<136,000kg",3.0
89649d,Heavy,0.0
8963e7,Heavy,0.0
a4fc9a,Heavy,0.0
49d3fa,"<136,000kg",3.0
a8dc4b,"<136,000kg",3.0
19c69e,Ultralight,9.0
5002ac,"<136,000kg",3.0
764c38,Reserved,10.0
020100,"<34,000kg",4.0
06a391,Heavy,0.0
a8320e,Heavy,0.0
020125,"<136,000kg",3.0
8960e0,Heavy,0.0
3cdbba,"<34,000kg",4.0
4bb186,Heavy,0.0
a88dde,"<136,000kg",3.0
0e2478,Glider,11.0
bb7be6,Heavy,0.0
39856b,"<136,000kg",3.0
505f15,"<136,000kg",3.0
3c674a,"<136,000kg",3.0
440652,"<136,000kg",3.0
ea9778,Lighter than air,12.0
39840d,"<34,000kg",4.0
160d33,Rotorcraft,6.0
480c48,Heavy,0.0
44d9b6,"<34,000kg",4.0
4d20e5,"<136,000kg",3.0
c07993,Heavy,0.0
39ae95,Heavy,0.0
4bc8a7,"<34,000kg",4.0
06a078,Heavy,0.0
772ea3,,2.0
4d207c,"<136,000kg",3.0
78089d,"<136,000kg",3.0
4951cd,"<136,000kg",3.0
3b77ee,<7000kg,7.0
4ba90e,"<136,000kg",3.0
040171,Heavy,0.0
3c6583,"<136,000kg",3.0
89649e,Heavy,0.0
4005c0,Heavy,0.0
2577d2,"<34,000kg",4.0
5a2af2,Obstruction,1.0
8ce89f,Surface emergency vehicle,5.0
34728c,Heavy,0.0
50037e,"<136,000kg",3.0
a2806c,"<34,000kg",4.0
3c6759,"<136,000kg",3.0
eac935,Glider,11.0
4bc853,"<136,000kg",3.0
4d028d,"<34,000kg",4.0
3c66ae,"<136,000kg",3.0
3d3e53,Lighter than air,12.0
d0b09b,Obstruction,1.0
e4930d,"<34,000kg",4.0
3c6647,"<34,000kg",4.0
a101f9,"<136,000kg",3.0
484f7f,"<136,000kg",3.0
4bccef,"<34,000kg",4.0
3c6451,"<136,000kg",3.0
4cc510,"<136,000kg",3.0
3c670e,Heavy,0.0
449a78,"<34,000kg",4.0
4863cf,"<34,000kg",4.0
0d7da0,Heavy,0.0
3c6448,"<136,000kg",3.0
9b1841,Reserved,10.0
4d0239,"<34,000kg",4.0
896449,"<136,000kg",3.0
781717,Heavy,0.0
3c4592,Heavy,0.0
a5701c,"<34,000kg",4.0
424b18,"<34,000kg",4.0
e494f1,Heavy,0.0
9082cb,Obstruction,1.0
a7c2cd,"<136,000kg",3.0
aa69f9,"<34,000kg",4.0
4d2411,"<136,000kg",3.0
06a0d6,"<136,000kg",3.0
4d222f,"<136,000kg",3.0
424747,"<136,000kg",3.0
0d80ae,Heavy,0.0
e86c72,"<34,000kg",4.0
148098,,2.0
471f7a,"<136,000kg",3.0
aae5a5,"<136,000kg",3.0
4d2135,"<34,000kg",4.0
4d239c,"<136,000kg",3.0
506d8b,<7000kg,7.0
090c40,Reserved,10.0
3c5ee6,"<136,000kg",3.0
48ae83,"<136,000kg",3.0
406222,"<136,000kg",3.0
ac1bae,"<136,000kg",3.0
4952a8,Heavy,0.0
aae67b,"<136,000kg",3.0
4007f2,Heavy,0.0
406e10,Heavy,0.0
76602a,,2.0
80153c,Heavy,0.0
b24577,,2.0
470bc9,"<34,000kg",4.0
3949e3,Heavy,0.0
21e4f9,High performance,13.0
3950cd,"<136,000kg",3.0
a69c90,<7000kg,7.0
3d5403,<7000kg,7.0
a9a7c8,"<34,000kg",4.0
4d0227,"<34,000kg",4.0
4bc886,"<136,000kg",3.0
4cabec,Heavy,0.0
4067c4,"<136,000kg",3.0
43f70d,<7000kg,7.0
f4bc39,Obstruction,1.0
9632dd,Lighter than air,12.0
a27a5c,"<34,000kg",4.0
